Id,WorkoutId,HorseId,WorkoutTypeId,Distance,WorkoutDistanceTypeId,Minutes,Seconds,Fifths,Comment,CreatedAt
70256,484,20181423,24,0.0,,,,,,2022-01-13 02:21:16
70257,484,20180673,24,0.0,,,,,,2022-01-13 02:21:40
70258,484,20191229,24,0.0,,,,,,2022-01-13 02:21:52
70259,484,20182546,24,0.0,,,,,,2022-01-13 02:22:07
70260,484,20160197,24,0.0,,,,,,2022-01-13 02:23:01
70261,484,20181812,14,0.0,,,,,,2022-01-13 02:23:16
70262,484,20170079,14,0.0,,,,,,2022-01-13 02:23:28
70263,484,20180259,24,0.0,,,,,,2022-01-13 02:23:49
70264,484,20191294,24,0.0,,,,,,2022-01-13 02:24:00
70265,484,20182379,14,0.0,,,,,,2022-01-13 02:24:14
70266,484,20190999,14,0.0,,,,,,2022-01-13 02:24:28
70267,484,20192079,9,0.0,,,,,,2022-01-13 02:24:40
70268,484,20182228,24,0.0,,,,,,2022-01-13 02:24:50
70269,484,20153605,25,0.0,,,,,,2022-01-13 03:25:38
70270,484,20191567,24,0.0,,,,,,2022-01-13 03:26:28
70271,484,20160379,4,0.0,,,,,,2022-01-13 03:26:41
70272,484,20142231,24,0.0,,,,,,2022-01-13 03:26:53
70273,484,20180244,22,0.0,,,,,,2022-01-13 03:27:32
70274,484,20180926,14,0.0,,,,,,2022-01-13 03:27:51
70275,484,20181741,24,0.0,,,,,,2022-01-13 03:28:13
70276,484,20103372,25,0.0,,,,,,2022-01-13 03:28:28
70277,484,20170195,11,0.0,,,,,,2022-01-13 03:28:54
70278,484,20172684,9,0.0,,,,,,2022-01-13 03:29:13
70279,484,20191885,14,0.0,,,,,,2022-01-13 03:29:26
70280,484,20162308,24,0.0,,,,,,2022-01-13 03:29:38
70281,484,20160273,15,0.0,,,,,,2022-01-13 03:29:52
70282,484,20181110,14,0.0,,,,,,2022-01-13 03:30:05
70283,484,20172664,2,4.0,,,49.0,4.0,LAST 3F 362,2022-01-13 03:30:37
70284,484,20161790,14,0.0,,,,,,2022-01-13 04:15:54
70285,484,20132011,14,0.0,,,,,,2022-01-13 04:16:07
70286,485,20183058,22,0.0,,,,,,2022-01-14 02:10:49
70287,485,20161816,24,0.0,,,,,,2022-01-14 02:11:02
70288,485,20181029,15,0.0,,,,,,2022-01-14 02:11:20
70289,485,20170099,4,0.0,,,,,,2022-01-14 02:11:34
70290,485,20171470,4,0.0,,,,,,2022-01-14 02:11:44
70291,485,20182213,24,0.0,,,,,,2022-01-14 02:11:58
70292,485,20171425,14,0.0,,,,,,2022-01-14 02:12:54
70293,485,20190797,24,0.0,,,,,,2022-01-14 02:13:09
70294,485,20191890,24,0.0,,,,,,2022-01-14 02:13:31
70295,485,20182526,22,0.0,,,,,,2022-01-14 02:14:03
70296,485,20193218,24,0.0,,,,,,2022-01-14 02:14:15
70297,485,20172548,24,0.0,,,,,,2022-01-14 02:14:29
70298,485,20181721,24,0.0,,,,,,2022-01-14 02:14:41
70299,485,20180815,4,0.0,,,,,,2022-01-14 02:14:55
70300,485,20180562,24,0.0,,,,,,2022-01-14 02:15:11
70301,485,20180300,24,0.0,,,,,,2022-01-14 02:15:24
70302,485,20170953,1,0.0,1.0,,,,,2022-01-14 02:15:47
70303,485,20160399,24,0.0,,,,,,2022-01-14 02:15:56
70304,485,20182824,24,0.0,,,,,,2022-01-14 02:16:12
70305,485,20151358,24,0.0,,,,,,2022-01-14 02:16:24
70306,485,20190262,24,0.0,,,,,,2022-01-14 02:16:36
70307,485,20181998,24,0.0,,,,,,2022-01-14 02:16:52
70308,485,20192004,24,0.0,,,,,,2022-01-14 02:17:10
70309,485,20181963,24,0.0,,,,,,2022-01-14 02:17:21
70310,485,20181074,24,0.0,,,,,,2022-01-14 02:17:33
70311,485,20192413,24,0.0,,,,,,2022-01-14 02:17:44
70312,485,20172093,14,0.0,,,,,,2022-01-14 02:17:56
70313,485,20190151,24,0.0,,,,,,2022-01-14 02:18:08
70314,485,20192640,24,0.0,,,,,,2022-01-14 02:18:19
70315,485,20192135,24,0.0,,,,,,2022-01-14 02:18:30
70316,485,20180335,24,0.0,,,,,,2022-01-14 02:18:40
70317,485,20182324,24,0.0,,,,,,2022-01-14 02:18:51
70318,485,20182682,24,0.0,,,,,,2022-01-14 02:19:00
70319,485,20191683,24,0.0,,,,,,2022-01-14 02:19:13
70320,485,20191274,24,0.0,,,,,,2022-01-14 02:19:38
70321,485,20190631,24,0.0,,,,,,2022-01-14 02:20:21
70322,485,20172902,24,0.0,,,,,,2022-01-14 02:20:42
70323,485,20182879,22,0.0,,,,,,2022-01-14 02:21:06
