Id,HorseId,VaccinationCertificateNumber,VaccinationBatchNumber,comment,VetId,VaccinatedAt,CreatedAt
194533,20141810,,,,38,2023-01-16,2023-06-16 05:17:29
194534,20161361,,,,38,2023-01-16,2023-06-16 05:17:29
194535,20100215,,,,38,2021-12-31,2023-06-16 05:17:29
194536,20134171,,,,38,2023-03-03,2023-06-16 05:17:29
194537,20133770,,,,38,2021-11-23,2023-06-16 05:17:29
194538,20161341,,,,38,2021-12-23,2023-06-16 05:17:30
194539,20191138,,,,38,2023-03-08,2023-06-16 05:17:30
194540,20172235,,,,38,2023-05-01,2023-06-16 05:17:30
194541,20162277,,,,38,2023-03-16,2023-06-16 05:17:30
194542,20171556,,,,38,2023-04-02,2023-06-16 05:17:30
194543,20132788,,,,38,2023-03-21,2023-06-16 05:17:30
194544,20182733,,,,38,2022-10-09,2023-06-16 05:17:30
194545,20170079,,,,38,2023-05-06,2023-06-16 05:17:30
194546,20192382,,,,38,2022-02-11,2023-06-16 05:17:30
194547,20181236,,,,38,2022-02-11,2023-06-16 05:17:30
194548,20151449,,,,38,2022-11-30,2023-06-16 05:17:31
194549,20171965,,,,38,2022-09-22,2023-06-16 05:17:31
194550,20151898,,,,38,2023-02-07,2023-06-16 05:17:31
194551,20160915,,,,38,2023-04-27,2023-06-16 05:17:31
194552,20103034,,,,38,2023-03-23,2023-06-16 05:17:31
194553,20202869,,,,38,2022-11-14,2023-06-16 05:17:31
194554,20203184,,,,38,2023-03-11,2023-06-16 05:17:31
194555,20201897,,,,38,2023-06-09,2023-06-16 05:17:31
194556,20182324,,,,38,2022-08-21,2023-06-16 05:17:31
194557,20200547,,,,38,2023-02-25,2023-06-16 05:17:31
194558,20141638,,,,38,2022-03-20,2023-06-16 05:17:32
194559,20202970,,,,38,2023-03-17,2023-06-16 05:17:32
194560,20202349,,,,38,2023-03-04,2023-06-16 05:17:32
194561,20202354,,,,38,2023-03-06,2023-06-16 05:17:32
194562,20182455,,,,38,2021-02-18,2023-06-16 05:17:32
194563,20190388,,,,38,2023-03-17,2023-06-16 05:17:32
194564,20152951,,,,38,2023-02-21,2023-06-16 05:17:32
194565,20192837,,,,38,2022-03-14,2023-06-16 05:17:32
194566,20182804,,,,38,2022-06-13,2023-06-16 05:17:32
194567,20150699,,,,38,2023-03-17,2023-06-16 05:17:32
194568,20182495,,,,38,2023-03-07,2023-06-16 05:17:32
194569,20202329,,,,38,2023-03-04,2023-06-16 05:17:32
194570,20171581,,,,38,2023-03-31,2023-06-16 05:17:33
194571,20202718,,,,38,2023-04-06,2023-06-16 05:17:33
194572,20192857,,,,38,2023-03-04,2023-06-16 05:17:33
194573,20192620,,,,38,2023-03-17,2023-06-16 05:17:33
194574,20141552,,,,38,2023-01-03,2023-06-16 05:17:33
194575,20182753,,,,38,2023-04-17,2023-06-16 05:17:33
194576,20182819,,,,38,2023-03-04,2023-06-16 05:17:33
194577,20190959,,,,38,2022-11-07,2023-06-16 05:17:33
194578,20200941,,,,38,2023-02-07,2023-06-16 05:17:33
194579,20170968,,,,38,2022-11-24,2023-06-16 05:17:33
194580,20160839,,,,38,2023-03-04,2023-06-16 05:17:34
194581,20191032,,,,38,2023-06-04,2023-06-16 05:17:34
194582,20201695,,,,38,2023-04-16,2023-06-16 05:17:34
194583,20180880,,,,38,2023-02-20,2023-06-16 05:17:34
194584,20200850,,,,38,2023-04-16,2023-06-16 05:17:34
194585,20180608,,,,38,2022-12-04,2023-06-16 05:17:34
194586,20202389,,,,38,2023-04-16,2023-06-16 05:17:34
194587,20181074,,,,38,2023-02-05,2023-06-16 05:17:34
194588,20201599,,,,38,2022-12-28,2023-06-16 05:17:34
194589,20170615,,,,38,2023-02-05,2023-06-16 05:17:34
194590,20201115,,,,38,2023-04-16,2023-06-16 05:17:35
194591,20201711,,,,38,2022-12-28,2023-06-16 05:17:35
194592,20190777,,,,38,2023-02-05,2023-06-16 05:17:35
194593,20182460,,,,38,2022-10-09,2023-06-16 05:17:35
194594,20201564,,,,38,2023-04-16,2023-06-16 05:17:35
194595,20190348,,,,38,2022-11-07,2023-06-16 05:17:35
194596,20202263,,,,38,2023-04-16,2023-06-16 05:17:35
194597,20192493,,,,38,2022-07-11,2023-06-16 05:17:35
194598,20191092,,,,38,2023-02-05,2023-06-16 05:17:35
194599,20201039,,,,38,2023-04-15,2023-06-16 05:17:35
194600,20200890,,,,38,2023-04-16,2023-06-16 05:17:36
194601,20202001,,,,38,2023-04-16,2023-06-16 05:17:36
194602,20201579,,,,38,2022-12-28,2023-06-16 05:17:36
194603,20202258,,,,38,2023-04-16,2023-06-16 05:17:36
194604,20190479,,,,38,2022-07-11,2023-06-16 05:17:36
194605,20202596,,,,38,2023-04-16,2023-06-16 05:17:36
