Id,HorseId,VaccinationCertificateNumber,VaccinationBatchNumber,comment,VetId,VaccinatedAt,CreatedAt
245309,20192100,,,,38,2023-06-26,2024-04-05 11:18:41
245310,20210843,,,,38,2024-03-16,2024-04-05 11:18:41
245311,20202152,,,,38,2023-11-18,2024-04-05 11:18:41
245312,20200087,,,,38,2024-02-14,2024-04-05 11:18:41
245313,20203366,,,,38,2024-02-28,2024-04-05 11:18:41
245314,20210252,,,,38,2024-02-14,2024-04-05 11:18:41
245315,20201453,,,,38,2023-11-26,2024-04-05 11:18:41
245316,20182157,,,,38,2023-11-09,2024-04-05 11:18:41
245317,20203144,,,,38,2023-07-21,2024-04-05 11:18:42
245318,20202985,,,,38,2023-12-16,2024-04-05 11:18:42
245319,20192746,,,,38,2023-05-24,2024-04-05 11:18:42
245320,20210232,,,,38,2023-12-10,2024-04-05 11:18:42
245321,20173065,,,,38,2023-12-14,2024-04-05 11:18:42
245322,20192362,,,,38,2023-12-17,2024-04-05 11:18:42
245323,20200012,,,,38,2024-01-02,2024-04-05 11:18:42
245324,20212281,,,,38,2024-01-02,2024-04-05 11:18:43
245325,20200032,,,,38,2024-01-06,2024-04-05 11:18:43
245326,20200052,,,,38,2024-01-02,2024-04-05 11:18:43
245327,20200294,,,,38,2023-11-17,2024-04-05 11:18:43
245328,20210858,,,,38,2023-11-17,2024-04-05 11:18:43
245329,20160879,,,,38,2023-09-26,2024-04-05 11:18:43
245330,20162242,,,,38,2023-12-30,2024-04-05 11:18:43
245331,20211537,,,,38,2024-03-05,2024-04-05 11:18:43
245332,20202576,,,,38,2023-04-17,2024-04-05 11:18:44
245333,20182011,,,,38,2024-01-02,2024-04-05 11:18:44
245334,20181549,,,,38,2023-06-17,2024-04-05 11:18:44
245335,20161396,,,,38,2023-02-11,2024-04-05 11:18:44
245336,20120640,,,,38,2023-01-27,2024-04-05 11:18:44
245337,20201024,,,,38,2024-03-11,2024-04-05 11:18:44
245338,20182273,,,,38,2023-08-17,2024-04-05 11:18:44
245339,20200289,,,,38,2023-10-22,2024-04-05 11:18:44
245340,20181736,,,,38,2023-03-11,2024-04-05 11:18:45
245341,20192160,,,,38,2023-12-04,2024-04-05 11:18:45
245342,20212741,,,,38,2023-12-28,2024-04-05 11:18:45
245343,20212721,,,,38,2023-12-28,2024-04-05 11:18:45
245344,20161285,,,,38,2024-02-10,2024-04-05 11:18:45
245345,20181483,,,,38,2023-11-11,2024-04-05 11:18:45
245346,20162257,,,,38,2023-11-23,2024-04-05 11:18:45
245347,20180502,,,,38,2023-09-11,2024-04-05 11:18:45
245348,20170620,,,,38,2024-01-10,2024-04-05 11:18:46
245349,20202829,,,,38,2023-12-27,2024-04-05 11:18:46
245350,20151045,,,,38,2022-10-09,2024-04-05 11:18:46
245351,20142837,,,,38,2023-01-21,2024-04-05 11:18:46
245352,20212867,,,,38,2024-02-12,2024-04-05 11:18:46
245353,20203139,,,,38,2024-01-22,2024-04-05 11:18:46
245354,20151272,,,,38,2024-03-09,2024-04-05 11:18:46
245355,20191850,,,,38,2023-10-14,2024-04-05 11:18:47
245356,20202874,,,,38,2023-12-18,2024-04-05 11:18:47
245357,20181256,,,,38,2023-01-10,2024-04-05 11:18:47
245358,20211577,,,,38,2023-12-18,2024-04-05 11:18:47
245359,20191870,,,,38,2023-05-04,2024-04-05 11:18:47
245360,20210343,,,,38,2024-01-30,2024-04-05 11:18:47
245361,20210656,,,,38,2024-02-09,2024-04-05 11:18:47
245362,20200209,,,,38,2023-12-18,2024-04-05 11:18:47
245363,20211688,,,,38,2023-12-08,2024-04-05 11:18:48
245364,20193096,,,,38,2023-08-20,2024-04-05 11:18:48
245365,20182182,,,,38,2023-08-05,2024-04-05 11:18:48
245366,20201084,,,,38,2022-12-03,2024-04-05 11:18:48
245367,20203240,,,,38,2024-02-01,2024-04-05 11:18:48
245368,20190888,,,,38,2023-09-16,2024-04-05 11:18:48
245369,20211204,,,,38,2023-11-30,2024-04-05 11:18:48
245370,20171298,,,,38,2023-01-26,2024-04-05 11:18:48
245371,20212903,,,,38,2024-02-12,2024-04-05 11:18:49
245372,20190015,,,,38,2024-01-09,2024-04-05 11:18:49
245373,20172164,,,,38,2023-10-30,2024-04-05 11:18:49
245374,20201382,,,,38,2024-03-24,2024-04-05 11:18:49
245375,20200310,,,,38,2023-06-05,2024-04-05 11:18:49
245376,20200249,,,,38,2023-12-18,2024-04-05 11:18:49
245377,20191643,,,,38,2024-01-12,2024-04-05 11:18:49
245378,20151454,,,,38,2023-12-27,2024-04-05 11:18:50
245379,20170731,,,,38,2024-02-08,2024-04-05 11:18:50
245380,20192397,,,,38,2023-06-05,2024-04-05 11:18:50
245381,20182642,,,,38,2022-10-08,2024-04-05 11:18:50
245382,20190595,,,,38,2023-09-25,2024-04-05 11:18:50
245383,20212847,,,,38,2024-02-04,2024-04-05 11:18:50
245384,20192504,,,,38,2023-03-12,2024-04-05 11:18:50
245385,20181443,,,,38,2023-10-12,2024-04-05 11:18:51
245386,20180320,,,,38,2023-10-06,2024-04-05 11:18:51
245387,20180471,,,,38,2024-01-23,2024-04-05 11:18:51
245388,20171425,,,,38,2024-01-18,2024-04-05 11:18:51
245389,20142802,,,,38,2023-11-04,2024-04-05 11:18:51
245390,20210247,,,,38,2024-03-04,2024-04-05 11:18:51
245391,20201100,,,,38,2024-02-17,2024-04-05 11:18:51
245392,20201302,,,,38,2023-12-13,2024-04-05 11:18:51
245393,20171581,,,,38,2024-02-07,2024-04-05 11:18:52
