Id,HorseId,status,UserId,ChangedAt,CreatedAt
80,20151545,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
81,20110940,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
82,20150311,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
83,20162520,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
84,20141390,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
85,20153327,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
86,20151252,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
87,20091679,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:13
88,20142968,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
89,20134131,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
90,20140873,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
91,20142822,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
92,20133109,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
93,20131105,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
94,20160526,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
95,20143354,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
96,20160591,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:14
97,20132480,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
98,20152239,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
99,20162328,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
100,20120357,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
101,20152486,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
102,20142286,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
103,20093613,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:15
104,20162722,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
105,20101530,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
106,20122235,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
107,20152188,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
108,20171445,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
109,20140277,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:16
110,20162424,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:17
111,20113143,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:17
112,20152380,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:17
113,20142584,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:17
114,20151525,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
115,20162580,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
116,20141416,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
117,20150331,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
118,20172391,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
119,20131978,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
120,20170397,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:18
121,20152062,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
122,20161083,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
123,20140944,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
124,20151116,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
125,20160359,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
126,20121192,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
127,20163163,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:19
128,20161710,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
129,20131392,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
130,20131069,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
131,20150740,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
132,20143041,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
133,20142791,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:20
134,20153589,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
135,20152022,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
136,20140146,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
137,20131029,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
138,20111301,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
139,20122891,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:21
140,20150806,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
141,20133412,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
142,20120751,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
143,20142357,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
144,20130113,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
145,20133321,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
146,20073697,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:22
147,20161881,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
148,20153387,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
149,20130693,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
150,20140646,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
151,20110622,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
152,20110748,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:23
153,20160708,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
154,20151590,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
155,20141774,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
156,20161927,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
157,20152628,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
158,20150220,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
159,20132551,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:24
160,20152168,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
161,20140520,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
162,20140560,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
163,20161043,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
164,20161078,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
165,20121470,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
166,20162737,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
167,20152128,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:25
168,20153165,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
169,20131458,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
170,20161265,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
171,20171081,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
172,20160824,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
173,20172280,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:26
174,20123969,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
175,20151232,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
176,20131534,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
177,20142862,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
178,20143410,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
179,20133396,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
180,20163103,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:27
181,20161896,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
182,20150937,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
183,20152840,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
184,20141507,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
185,20141481,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
186,20140904,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
187,20112499,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
188,20163087,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:28
189,20093693,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
190,20091871,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
191,20143450,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
192,20171263,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
193,20162560,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
194,20100240,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
195,20152931,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
196,20140282,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:29
197,20123454,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
198,20110293,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
199,20131049,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
200,20141007,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
201,20160177,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
202,20093062,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:30
203,20133407,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
204,20161129,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
205,20152784,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
206,20131201,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
207,20152300,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
208,20140651,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:31
209,20141436,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
210,20152426,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
211,20133725,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
212,20140060,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
213,20151323,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
214,20141294,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
215,20142660,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
216,20143723,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:32
217,20143329,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
218,20152395,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
219,20153529,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
220,20090612,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
221,20132288,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
222,20134015,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
223,20103054,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
224,20142024,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:33
225,20092474,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
226,20113416,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
227,20131756,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
228,20113158,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
229,20120680,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
230,20151409,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
231,20111972,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
232,20150482,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:34
233,20121354,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
234,20162404,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
235,20151823,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
236,20153463,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
237,20163229,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
238,20152688,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
239,20160248,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
240,20143389,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
241,20163067,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:35
242,20150462,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
243,20093491,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
244,20163269,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
245,20160364,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
246,20162606,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
247,20130097,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
248,20162762,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:36
249,20140691,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:37
250,20133654,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:37
251,20122119,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:37
252,20153423,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:37
253,20152017,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
254,20141794,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
255,20120928,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
256,20130784,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
257,20091331,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
258,20150093,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
259,20151287,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
260,20142413,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
261,20113103,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
262,20152082,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:38
263,20152002,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
264,20160844,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
265,20132793,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
266,20151712,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
267,20162166,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
268,20160228,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
269,20131645,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:39
270,20142044,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
271,20130380,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
272,20162813,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
273,20143016,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
274,20141981,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
275,20142771,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
276,20131054,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
277,20152724,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:40
278,20172497,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:41
279,20143021,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:41
280,20152820,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:41
281,20152466,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:41
282,20142599,Turned Out,1,2020-09-09 00:00:00,2020-11-26 14:37:41
283,20110435,Turned Out,1,2020-11-03 13:36:49,2020-11-26 14:37:42
284,20142357,Turned In,11,2020-11-28 15:30:00,2020-11-28 10:30:21
285,20152239,Turned In,11,2020-11-29 15:30:00,2020-11-29 10:30:17
286,20131392,Turned In,11,2020-11-29 15:31:00,2020-11-29 10:31:12
287,20120357,Turned In,9,2020-10-31 04:27:00,2020-12-04 23:27:21
288,20121192,Turned In,9,2020-11-08 04:28:00,2020-12-04 23:29:05
289,20160228,Turned In,9,2020-11-06 04:30:00,2020-12-04 23:31:04
290,20172346,Turned In,9,2020-11-05 04:32:00,2020-12-04 23:33:07
291,20162737,Turned In,9,2020-10-31 04:33:00,2020-12-04 23:34:07
292,20163269,Turned In,9,2020-11-05 04:35:00,2020-12-04 23:35:56
293,20171829,Turned Out,11,2021-01-05 10:41:00,2021-01-06 05:41:29
294,20112424,Turned Out,11,2021-01-08 10:58:00,2021-01-08 05:58:34
295,20172200,Turned Out,15,2021-02-11 11:32:00,2021-02-11 06:32:05
296,20151525,Turned In,11,2021-02-28 10:10:00,2021-03-04 05:10:13
297,20162762,Turned In,11,2021-03-04 10:44:00,2021-03-04 05:44:05
298,20141390,Turned In,11,2021-03-12 10:46:00,2021-03-12 05:46:53
299,20181281,Turned Out,9,2020-12-22 23:35:52,2021-04-13 07:20:00
300,20181029,Turned Out,9,2020-12-22 23:36:11,2021-04-13 07:20:00
301,20181605,Turned Out,9,2020-12-22 23:36:25,2021-04-13 07:20:00
302,20182288,Turned Out,9,2020-12-22 23:41:49,2021-04-13 07:20:00
303,20181423,Turned Out,9,2020-12-22 23:42:01,2021-04-13 07:20:00
304,20181347,Turned Out,9,2020-12-22 23:42:12,2021-04-13 07:20:00
305,20183114,Turned Out,9,2020-12-23 17:31:23,2021-04-13 07:20:00
306,20151787,Turned Out,9,2020-12-23 17:32:42,2021-04-13 07:20:00
307,20153069,Turned Out,9,2021-01-02 15:05:56,2021-04-13 07:20:00
308,20171763,Turned Out,9,2021-01-09 16:11:48,2021-04-13 07:20:00
309,20161972,Turned Out,9,2021-01-09 17:04:26,2021-04-13 07:20:00
310,20172199,Turned Out,9,2021-01-23 16:51:01,2021-04-13 07:20:00
311,20170362,Turned Out,9,2021-01-30 11:47:54,2021-04-13 07:20:00
312,20171389,Turned Out,9,2021-01-30 15:54:16,2021-04-13 07:20:00
313,20160319,Turned Out,9,2021-01-31 17:54:29,2021-04-13 07:20:00
314,20171950,Turned Out,9,2021-02-06 14:27:28,2021-04-13 07:20:00
315,20180562,Turned Out,9,2021-02-07 17:48:45,2021-04-13 07:20:00
316,20151414,Turned Out,9,2021-02-17 17:05:23,2021-04-13 07:20:00
317,20170019,Turned Out,9,2021-02-18 11:45:01,2021-04-13 07:20:00
318,20150942,Turned Out,9,2021-02-20 12:07:33,2021-04-13 07:20:00
319,20133770,Turned Out,9,2021-02-20 14:26:29,2021-04-13 07:20:00
320,20163067,Turned Out,9,2021-02-20 14:27:33,2021-04-13 07:20:00
321,20153069,Turned Out,9,2021-02-28 17:41:23,2021-04-13 07:20:00
322,20151787,Turned Out,9,2021-02-28 17:42:13,2021-04-13 07:20:00
323,20161634,Turned Out,9,2021-02-28 17:42:40,2021-04-13 07:20:00
324,20121430,Turned Out,9,2021-02-28 17:43:13,2021-04-13 07:20:00
325,20170140,Turned Out,9,2021-03-06 16:31:24,2021-04-13 07:20:00
326,20143309,Turned Out,9,2021-03-13 15:58:02,2021-04-13 07:20:00
327,20151616,Turned Out,9,2021-03-14 16:22:41,2021-04-13 07:20:00
328,20161432,Turned Out,9,2021-03-14 16:24:29,2021-04-13 07:20:00
329,20170140,Turned Out,9,2021-03-20 11:48:11,2021-04-13 07:20:00
330,20170584,Turned Out,9,2021-03-21 17:14:47,2021-04-13 07:20:00
331,20163143,Turned Out,9,2021-03-30 13:55:53,2021-04-13 07:20:00
332,20181776,Turned Out,9,2021-04-07 14:34:07,2021-04-13 07:20:00
333,20111018,Turned In,11,2021-04-24 10:48:00,2021-04-24 06:48:06
334,20171329,Turned In,11,2021-05-01 13:21:00,2021-05-01 09:21:26
335,20163138,Turned Out,11,2021-05-05 15:38:00,2021-05-08 11:38:23
336,20151141,Turned Out,11,2021-05-11 11:52:00,2021-05-11 07:52:29
337,20153089,Turned Out,11,2021-05-11 11:52:00,2021-05-11 07:52:52
338,20170140,Turned In,11,2021-05-15 16:00:00,2021-05-15 12:00:47
339,20180148,Turned Out,27,2021-05-19 12:19:00,2021-05-19 08:20:08
340,20160319,Turned In,11,2021-05-25 15:20:00,2021-05-25 11:20:20
341,20141845,Turned Out,11,2021-06-29 14:59:00,2021-06-29 10:59:20
342,20151616,Turned In,11,2021-07-03 16:51:00,2021-07-03 12:51:25
343,20180562,Turned In,11,2021-07-05 17:29:00,2021-07-05 13:29:33
344,20180562,Turned In,11,2021-07-05 17:29:00,2021-07-05 13:29:45
345,20143309,Turned In,11,2021-07-15 11:09:00,2021-07-15 07:09:35
346,20151116,Turned In,11,2021-07-20 11:19:00,2021-07-20 07:19:03
347,20162217,Turned In,11,2021-07-21 11:23:00,2021-07-21 07:23:53
348,20181605,Turned In,11,2021-06-23 11:21:00,2021-07-23 07:22:04
